sentence,sentiment,impact,sentiments,impacts,batch,film_title
The narrator is like human NyQuil but despite that an OK documentary. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
7 out of 10 ,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,Space Junk
The middle parts were very vapid filler. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun
Highly recommend. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
" Joplin has come back, and, hopefully the lessons learned from that terrible day, will help lessen the damage of these storms in the future. ",Positive,Interest with Science Topic,['Positive' 'Neutral' 'Positive'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Not applicable']",6,SuperTornado: Anatomy of a Megadisaster
I was blown away by the sight of so much damage but seeing the community come together was uplifting. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Interest with Science Topic' 'Shift in Knowledge'],6,SuperTornado: Anatomy of a Megadisaster
The voiceover is floppy. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Seeing the Beginning of Time
Graphics are gorgeous. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,The Jupiter Enigma
 There just wasn't a interesting hook ( pardon the pun ) to the entire project. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
How could something so AWESOME and real life be made to be so boring? ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
"My favorite part was when they played ""darude - sandstorm"" about 3 minutes in during the marathon footage. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
Footage of 2 tornados (totalling less than 5 minutes) ,Neutral,Impersonal Report,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Engagement with Film' 'Impersonal Report'],6,SuperTornado: Anatomy of a Megadisaster
THANK YOU AMAZON! ,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Not applicable' 'Not applicable' 'Not applicable'],6,The Jupiter Enigma
"Video quality was good,  the computer renders were average. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
Interesting ,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster
"The Grand Tack Theory is a really great bedtime story, but asking an adult male to believe this is equally outlandish. ",Negative,TBD,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Interest with Science Topic' 'Engagement with Film'],6,The Jupiter Enigma
There were segments (like the memorial run) where I think 5 minutes of silently watching people run by was not very entertaining/educational. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
good one ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun
"The Grand Tack is correctly presented as current-consensus science, but the latest thinking about small, rocky planets and their debt to Jupiter's sally through the solar system isn't here. ",Neutral,Interest with Science Topic,['Positive' 'Neutral' 'Neutral'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Not applicable']",6,The Jupiter Enigma
Mostly the aftermath. ,Neutral,Impersonal Report,['Neutral' 'Neutral' 'Neutral'],['Impersonal Report' 'Not applicable' 'Impersonal Report'],6,SuperTornado: Anatomy of a Megadisaster
"Lots of pictures of destruction in Joplin, but, you could have changed the name to city X and it would have been the same film. ",Negative,Engagement with Film,['Negative' 'Negative' 'Neutral'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
very good. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],6,Space Junk
"Needless to say, I was extremely disappointed. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Space Junk
Unwatchable due to terrible narrator. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
" Literally, round circles that have been colored in and the viewer is expected to use their imagination so when you view a ""dot"" moving around the earth you had to imagine what debris may look like. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Space Junk
Very interesting and informative ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun
 We had NO idea there was still a tornado on the ground & drove straight into it. ,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Interest with Science Topic' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster
Doesn't get any better than this! ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Seeing the Beginning of Time
Interesting ,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster
You can watch over and over. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Space Junk
"I guess it all sounds so outlandish, don't you? ",Negative,Interest with Science Topic,['Negative' 'Negative' 'Negative'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Engagement with Film']",6,The Jupiter Enigma
" There are many superior documentaries, do yourself a favor and watch one of those instead (""Everything and Nothing: The Amazing Science of Empty Space"" for example). ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Seeing the Beginning of Time
"Clear, well paced, British male narration. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,The Jupiter Enigma
Informative ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
"There is a larrrrrggggeee amount of information in such a short doc, would've loved to have it all broken up into a series. ",Negative,Engagement with Film,['Positive' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Seeing the Beginning of Time
"Worth avwatch, especially for free with Prime ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun
"Good from the perspective of rebuilding, one of the best explanation to these atmospheric phenomena. ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Interest with Science Topic' 'Shift in Knowledge'],6,SuperTornado: Anatomy of a Megadisaster
graphics are fabulous. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun
"The data is good, but I haven't heard narration this plodding, boring, and downright bad since middle school. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
"We can't see it, can't directly detect anything, but our old theories don't work so we know it's out there. ",Negative,Interest with Science Topic,['Negative' 'Negative' 'Neutral'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Shift in Knowledge']",6,Seeing the Beginning of Time
"I've lived in toronado alley all my life and thought I knew just about everything there was to know about these pests, but a super tornado is a different animal. ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],6,SuperTornado: Anatomy of a Megadisaster
Nice CGI. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun
Beautiful too. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun
Completely ruined it for me. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],"['Interest with Science Topic' 'Engagement with Film'
 'Engagement with Film']",6,Seeing the Beginning of Time
 i.e. Who cares? ,Neutral,Not applicable,['Neutral' 'Negative' 'Neutral'],['Not applicable' 'Engagement with Film' 'Not applicable'],6,Seeing the Beginning of Time
Slow! ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],6,SuperTornado: Anatomy of a Megadisaster
They had no Idea that this mega storm had taken place. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Neutral'],['Shift in Knowledge' 'Shift in Knowledge' 'Impersonal Report'],6,SuperTornado: Anatomy of a Megadisaster
While we were initially attracted by the stated premise of learning more about tornado's it turned into a personal tragedy story which is something we can view on the local news which we never choose to do. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster
" The images are gorgeous, and the scientific information provided is also fascinating and plentiful. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,The Jupiter Enigma
Intriguing images and simulations. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Seeing the Beginning of Time
 The computer generated graphics here are sort of bland and do not stand out. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Space Junk
"Very interesting documentary, I had no idea just how big a problem space junk has got and the fact they did not think it would be a problem in the early days of launching satellites. ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],6,Space Junk
"That's about the point of this whole documentary: add some better building codes, have a safe room. ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'],6,SuperTornado: Anatomy of a Megadisaster
Interesting. ,Positive,Not applicable,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],6,Solar Superstorms: Journey to the Center of the Sun
The narrator is extremely boring. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Birth of Planet Earth
"the reenactments weren't flashy at all, but to those who enjoy learning about the night sky, were more than succinct enough to not only educate properly, but instill a sense of awe and scale for the vast distances and eons of the subject matter. ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Interest with Science Topic' 'Engagement with Film' 'Shift in Knowledge'],6,Seeing the Beginning of Time
